text,sentiment,,,,,,
 I`ve been sat sunbathing in the bombed out church all day and left and missed you,negative,,,,,,
I know exactly where i should be,neutral,,,,,,
" I`ve made a game for you, Stephen- http://tinyurl.com/ctw4ld - well, actually it`s for us, not you",neutral,,,,,,
 thanks to follow. have a nice rest,positive,,,,,,
 Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,positive,,,,,,
" yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches",negative,,,,,,
I`ve been nudged!!! not much going on lately umped games over the wknd and i took one to the pills,neutral,,,,,,
i just saw a bird slowly die right next to me,negative,,,,,,
 hahahaha where is that train? I want on! That should be a wild ride,positive,,,,,,
Love the family feud episode with the kardashians tonight,positive,,,,,,
I`m coming up with a new plan with my bestie. Oh this one is gonna be great.,positive,,,,,,
Hmmm. http://www.djhero.com/ is down,negative,,,,,,
lmao...ummmm nothing...,neutral,,,,,,
_90 haha agreed  LOL,positive,,,,,,
 hello  I`m up late playing on the internet. I love you!,positive,,,,,,
The music video I made for my  project for `This City is Contagious` by  is uploading to YouTube now.,neutral,,,,,,
Theyre sappin mah sentry! errr yea... i`m without power at home right now,neutral,,,,,,
crash in Qmbol,negative,,,,,,
 Perth Australia,neutral,,,,,,
http://twitpic.com/4wgoq - The Beach was phenomenal 2day,positive,,,,,,
" I forgot that was tonight! Was planning on heading down to the Cask, that might not be such a good idea",negative,,,,,,
Tired.....but can`t go to bed yet.....,negative,,,,,,
" You`re a night owl, too, huh?",neutral,,,,,,
 haha no kidding... I listen to them all day long bud,positive,,,,,,
"Going to group therapy session, can`t wait to spill my guts... Ha ha ha",neutral,,,,,,
" Eat it, it`s good for you",positive,,,,,,
happy mothers day  esp to my mommy,positive,,,,,,
 What phone do you have -- an old rotary?,neutral,,,,,,
" I had to look at it 3 times before it sunk in, totally shocked by it  tbh.",negative,,,,,,
 im in schaumburg rite now ... and u want ice cream lol its type chilly outside lol i got ice cream here,neutral,,,,,,
i`m done.haha. HOUSE MD marathon ulet,positive,,,,,,
" omginorite! I`d be all fancy and tophatted all the time, it`s really too bad I can`t grow a handlebar moustache..",negative,,,,,,
 got ya - that wouldn`t be so bad tho right?,negative,,,,,,
just finish clean up my computer/guest room`s cupboard! my stuffs,neutral,,,,,,
just watched slumdog millionaire  its soo goood i love it :] but its sad!,neutral,,,,,,
" I feel for you, that sounds like how Kiya was last night  all I can say is get comfy on the couch and enjoy the cuddles!",positive,,,,,,
 .. Eh .. have u never heard of Belfast..? Where like EVERYONE loves you!?!,neutral,,,,,,
wow its only 9:30,neutral,,,,,,
" Yes.  Me too. I can`t understand why they have to do that. I mean, I know it`s all about Hollywood, but this thing is called love.",positive,,,,,,
I hve a blister on my pinky nd it hurts soooo much!,negative,,,,,,
watching What Happens In Vegas!,neutral,,,,,,
"oh happy day!!! nice weather, smiling, happy baby and icecream later",positive,,,,,,
headed to the beach with puppy maverick hugs and much aloha,positive,,,,,,
i want to borrow an MX5 this weekend,neutral,,,,,,
 LOL! I had a peek at http://geehall.blogspot.com it`s coming along nicely  I totally understand about leaving the set quiet too.,positive,,,,,,
_uk  o2 - train from Bristol to London. It`s terrible - and no wifi,negative,,,,,,
everything is spinning,neutral,,,,,,
_serafina85 Its headed this way,neutral,,,,,,
 the DS version sucks,negative,,,,,,
On my way to school not feeln this rainy day at all.... But I had lots of FUN this weekend  ....,neutral,,,,,,
 congratulations i am heart hacker not a computer hacker@,positive,,,,,,
I am going to be sooooo busy today it`s not funny. i hate busy day`s,negative,,,,,,
 I still have an hour.,neutral,,,,,,
 Oh dear... that`s just... disturbing.   The coffee connoisseur in me just died a little.,negative,,,,,,
" Ouch, give me a heads up so I`ll know when to duck",neutral,,,,,,
" the problem is, superstars always deliver huge files! too much energy pixels",negative,,,,,,
I just realised how much i love sundays,positive,,,,,,
Wish my headache/almost migraine would go away!,neutral,,,,,,
Hairspray in hair + lighter&bong = new haircut,neutral,,,,,,
Listening to Jesse`s music  & on MySpace. Also getting the hang of Twiiter. I feel that i need more followers.  Don`t be shy!,neutral,,,,,,
" Ahhh!  OK, remember the film now.  Never saw it though, will have to check it out. Thanks",positive,,,,,,
"_traveler I want the Tix!  Oh, right.  I`m know where near Vacaville Ca.",neutral,,,,,,
"a guy called me AD-HD kid earlier today, and that hurts",negative,,,,,,
im surfin..,neutral,,,,,,
  meebo.com is a free thing & it doesn`t effect the comp that`s what i use .,positive,,,,,,
insomniaa.  been trying to sleep for 2 hours . :|,neutral,,,,,,
HAPPY MOTHERS DAY MAMMA,positive,,,,,,
_1 welcome to the twitter world Andrew! tell david to have a twitter too haha just kiddin` i know he doesn`t want to have one.. booo..,neutral,,,,,,
Just Decorated Moms Room While She Was Asleep For Mothers Day  She`ll Wake Up To A Banner And Balloons! Woo!,positive,,,,,,
 Jealous I wanted see that film,negative,,,,,,
_HK very funny,positive,,,,,,
 and its amazing  x,positive,,,,,,
"My 100th post- dedicated to Sarah,sunny weather,and my love for that Snakes On A Plane (Bring It) song that should have died already.",neutral,,,,,,
Chatting with matt from mercy mercedes lol.,neutral,,,,,,
I`m at work and I`m still sick and I`m really pissed off about Sunday!!!,negative,,,,,,
 they do indeed  glad to hear everything is good with you. I`m great  life is good,positive,,,,,,
Scramming a little early. Nibs sounds pathetic.,negative,,,,,,
I wash my dishes Like a boss!! LOL,neutral,,,,,,
"I wish I was out of school...But sadly, I still have like another month left.",neutral,,,,,,
 MAKE ME ONE! I`m still craving shrimp,neutral,,,,,,
 If it`s any consolation I`ve had to abandon the back garden thanks to my super-reflective laptop screen,positive,,,,,,
is so sorry for letting her down,negative,,,,,,
 are you serious!? that bloooooows,negative,,,,,,
 Me. You. COUNTING CROWS! Table Mountain Casino Event Center (near Fresno). July 19. Are we there or are we there??,neutral,,,,,,
"DW, that was funny",positive,,,,,,
 So happy you came and said hi! Twas very nice to meet you indeed  Thanks so much for coming over and talking to me,positive,,,,,,
aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x,negative,,,,,,
ooo my goddddd; vodafone trouble. no network,negative,,,,,,
"study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work",positive,,,,,,
 ur Mom just called. Guess NOT. C U @ 5,neutral,,,,,,
I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck (www.xiuxiu.org and read his post of May 27th  ),negative,,,,,,
i`m not feeling twitter at the moment,neutral,,,,,,
"does not feel like babysitting. i want to go to the gym. weird, i know. i miss zack",negative,,,,,,
_7 Wow that`s a big list...lol. I would be happy if I got half of that done. Now I feel lazy...thanks. Just kidding,neutral,,,,,,
I hate when you cant sleep,negative,,,,,,
 Edgefest!  or maybe  since you`re driving...,neutral,,,,,,
" Here`s some healing/sleep energy, sweetie!",positive,,,,,,
  That`s alright. Add your egg and maybe some sort of leftover meat and it`s not so bad <3,positive,,,,,,
 Sorry bro  That`s rough.,negative,,,,,,
 Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info.,positive,,,,,,
" GRR. we are only allowed gas grills where i live, it sucks.",negative,,,,,,
 Oh no....Sorry to hear that ....,negative,,,,,,
 That`s love.,positive,,,,,,
" its definitely coming, hope ur ready!",positive,,,,,,
i have so much homework  i think i am going to hide in a corner and cry.,negative,,,,,,
Sad that david is leaving tomoro. for a week.,negative,,,,,,
 a pleasure Bojan,positive,,,,,,
Decaf isn`t cutting it right now.  ? http://blip.fm/~79g85,neutral,,,,,,
" That sounds good, too!",positive,,,,,,
_xo Today yeah,neutral,,,,,,
It would be that Dover race that they played on Classic.,neutral,,,,,,
Humidity is NOT my friend! Just ask my hair,negative,,,,,,
 I`m going to Vegas this summer,neutral,,,,,,
_Advisor haha I`m just going to turn off these things...but then I can`t Tweet from my phone  stupid spammers!,negative,,,,,,
Kicking like crazy.,neutral,,,,,,
 http://twitpic.com/5ut6j - Poor Thing,negative,,,,,,
"home, don`t feel like going to work tomorrow",negative,,,,,,
Day is going well so far. Meeting until 4 though.,positive,,,,,,
 thank u sweetie! Can`t wait to set sail with u next week,positive,,,,,,
Listening `Hallelujah` on Youtube. Leonard Cohen wins.  #xfactor,positive,,,,,,
the weather is good mmm what to do today??? shame working tomorrow,neutral,,,,,,
"watching FRIENDS reduces stress inside me. Thanks to Bright, Kauffman, and Crane who are created these series  love love love",positive,,,,,,
"finished work @ midday, had kiddie dinner ... now have no get-up & go ... ah well it`s bank holiday!   #fb",neutral,,,,,,
tMeme> My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If.. http://twitpic.com/67hac,neutral,,,,,,
"Hmm, had first pizza in ages and feel a bit sick now  That`ll teach me!",neutral,,,,,,
"My sister is having a stupid party && I wanna hang out with my friends, but hilly won`t txt me back...",negative,,,,,,
hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...,positive,,,,,,
But why do I have to spend it in the office,neutral,,,,,,
Fort Greene Brooklyn Flea was lovely! - looking forward to next weekend already,positive,,,,,,
" I can`t, I have an exam on wednesday",neutral,,,,,,
 today was my first day,neutral,,,,,,
"Need to get an adjustment, neck is all out of whack",neutral,,,,,,
Omg Cliff Richard songs in my mind? Just why  lol,neutral,,,,,,
" Wolfram`s got a Chinese Room problem: If Chinese (or Bangalorean) hackers can run it without knowing English, why should it?",neutral,,,,,,
i`ve not had a reply on my topic yet  lolz welll its not somethin you could reply too but yanno ;),neutral,,,,,,
Woo hoo.  Sun outside might be able to get some sunset shots tonight...  fingers crossed!!!!,neutral,,,,,,
****`m transtelecom,neutral,,,,,,
 You`re a good friend Dave.. we can wait!! Hope we dont have to wait too long though,positive,,,,,,
Last time we`ll get tacos like this.,neutral,,,,,,
 have you seen the game on the website?! awesomness!!! go on msn!,positive,,,,,,
 where?  U magazine?,neutral,,,,,,
" haha LOL  no one is effing cool as you, you got the Wu-Tang and P.E. t-shirts! You are gorgeous + represent at the same time",positive,,,,,,
  Great! I`m glad you enjoy them  I hope you have a GREAT day,positive,,,,,,
Hmmm... he`s so lovely. I wish he was here now. I`m tired but can`t sleep,neutral,,,,,,
" They lost me at US ending. ;) I, mean, I don`t eat #GreyPoupon or anything, but I prefer the bleaker original.",neutral,,,,,,
 good morning! Got to be afternoon in Germany,positive,,,,,,
Getting stressed over a sortie tomorrow. And like I am really really stress..,negative,,,,,,
"Bread in the oven, room cleaned... almost done with the things on the list for today",neutral,,,,,,
_Stathamfans1  You sure are dedicated...Gotta love that!!!  Have a great & productive day,positive,,,,,,
stuck here  ~*Lady*~,negative,,,,,,
"stuck in anniston, mississippi. because we got in a car accident :\ now im scared to drive  boy drivers ed should be fun this summer D:",neutral,,,,,,
Leme put this bottle of ciroc in ya..Baby i can make you popular!!,positive,,,,,,
live chat soooon most likely.,neutral,,,,,,
"eating some breakfast at Panera Bread. boring cloudy weather, lil drizzle",neutral,,,,,,
_kikireestl nooo. you were on my yahoo account. hmm. i wanna say b2k days. idk fo`sho,neutral,,,,,,
" It`s not a reg gig yet, but hopefully it will be! Haven`t done massage in a while actually",neutral,,,,,,
About 60 again todayy yayy!!!,neutral,,,,,,
There is a MacBook Pro sitting close by and my poor MacBook is ashamed with it`s plastic face and sides...,negative,,,,,,
in school w. linda doing nothing  ;i miss you,negative,,,,,,
Its weird being at the guy`s house without them here. I don`t like it,negative,,,,,,
Bit disappointed with The Killers On Jonathan Ross  He`s sexy as hell though,negative,,,,,,
